id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
199223,Hanka,5.1,5,Released,1955-12-30,0,132,False,/rwej9vB2KA5cWSlL46sfIp24oSP.jpg,0,,tt0048146,sh,Hanka,Village drama of love and hate among the Gypsies.,0.838,/oHTD5hcMgEYajTZlXOZmrTPOXDJ.jpg,,Drama,Bosna Film,Yugoslavia,Serbo-Croatian,
422542,Tomorrow Evening,0.0,0,Released,1977-10-29,0,75,False,,0,,,ja,あすも夕やけ,"Ayako is a 7-year-old girl with a dark, tanned face and a somewhat mysterious expression on her face. She shows up at the elementary school and acts strangely, but the children don't know her name and just call her ""that girl"". There are two groups of children at the elementary school, and the conflict between the groups intensifies...",0.639,/qXRUFhzq0oBYrjuHud66F8uH5tp.jpg,,Drama,"Kindai Eiga Kyokai, Saitama Film Culture Association",Japan,Japanese,
507821,The Go-Go's: Wild at the Greek,0.0,0,Released,1984-10-12,0,52,False,,0,,tt0373869,en,The Go-Go's: Wild at the Greek,"The Go-Go's perform live-in-concert on their 1984 ""Talk Show"" tour.",0.6,/7aXqbXVYjFFdirIQV9NnnWoJ7X5.jpg,,Music,RVP,United States of America,English,"concert, female rockband"
794371,Mapagbigay,0.0,0,Released,2020-01-01,0,89,False,,0,,,tl,Mapagbigay,,0.6,/uezjzwEdD2Y8lFrXqtrH0K4xqON.jpg,"Huwag Kang Maingay, Hindi Sayo Bagay",Drama,,Philippines,Tagalog,
749476,Baby Mine,0.0,0,Released,2017-11-08,0,20,False,,0,,tt5660458,en,Baby Mine,"When her volatile Middle Eastern husband kidnaps their child, Sarah blindly recruits a prejudiced neighbour to hunt them down. A sense of dread slowly tightens its grip as a little girl's life hangs in the balance and a new threat rears its head.",0.6,/o10KCznfTHGMqemThuqNc4zvedy.jpg,,,,,,
356751,Hood,0.0,0,Released,2015-08-04,0,100,False,,0,,tt3579158,en,Hood,"When RJ (Matt Singletary) returns home to Chicago after an 8 year tour in the army, he quickly finds that the streets he once knew are now eerily similar to the war torn villages and deserts of the Middle East. His Uncle Richard (Harlem Globe Trotter Curley Boo Johnson), who has taken care of him since he was a little boy, explains the rules of the urban battleground - Don't go out at night, gangs, drugs and money rule these streets, and Trust no one.Is there any way to stop the cycle of violence? To push the gangs out? To save our children?This modern day retelling of the Robin Hood Legend amps up the action and heroism. All while taking a look at what's really wrong in the neighborhoods of Chicago.RJ is an arrow slinging savior of the city. Along with Father Benjamin Tuck (Malik Yoba), Marian (Mahogany Monae), his childhood love who now runs the community center, and his comrades in arms from the army, RJ and his crew are out to stop the drug trade and gangland war that's spread ...",1.471,/1YTz0VTCrurFfJxKMPISiT0Yhkb.jpg,"When RJ (Matt Singletary) returns home to Chicago after an 8 year tour in the army, he quickly finds that the streets he once knew are now eerily similar to the war torn villages and deserts of the Middle East.",Action,34th Street Films,United States of America,English,
167992,Butch Harmon About Golf,0.0,0,Released,2012-05-01,0,0,False,,0,,,en,Butch Harmon About Golf,"Butch Harmon - About Golf DVD Set World's greatest teacher shares a lifetime of knowledge with you! There probably is not another golf instructor in the world that has the EYE that Butch has in seeing the strong and weak part of any player's golf swing. He is TOUGH and very disciplined. He will not try to change your golf swing, just improve it. Fred Couples Butch Harmon - About Golf DVD Set features: 2 DVD's with more than 4 hours of content SECTION 1: Ball Striking, Basic Fundamentals SECTION 2: Faults, Cures &amp; Drills SECTION 3: Specialty Shots SECTION 4: Short Game SECTION 5: Sand Play SECTION 6: Putting SECTION 7: From Good to Great SECTION 8: Selecting Correct Clubs SECTION 9: Fitness in Golf SECTION 10: Kids/Women/Seniors Instruction Booklet Video featuring Tiger Woods, Phil Mickelson and many more golf superstars A portion of the proceeds goes to the Troops First Foundation About Golf DVD Set... BUTCH PRODUCES WINNERS!",0.6,/wHizWhwRYxVtE5Z6fm3cFCZ3YEc.jpg,,,,,,
131222,Je Suis A Stand-up – Eddie Izzard Abroad,0.0,0,Released,1996-12-06,0,48,False,/y0FjENvZWI8INLYkQChHDlA5QXr.jpg,0,http://www.eddieizzard.com/eddie/stand-up/view.php?Id=20,tt0443751,en,Je Suis A Stand-up – Eddie Izzard Abroad,"BBC2 documentary of Eddie Izzard's first foray into world touring. Beginning in his ""hometown"" of Eastbourne and and culminating in his month long show in the East village of New York, Izzard travels to Paris (his first, unsuccessful French language show,) Copenhagen, Reykjavik, and Stockholm.",0.6,/gQzuNSg426Eko5FXqTr4EA6WhZf.jpg,,,,,,
1355958,The Confusions of Young Curtis,0.0,0,Released,,0,3,False,,0,,,en,The Confusions of Young Curtis,A young man grapples with love - and loss.,0.6,,,,,,,
431492,Transgression,5.0,1,Released,1974-11-09,0,111,False,,0,,tt0314478,ko,파계,"Chim-Ae, an orphan, is saved by an old monk of Seo San Temple, Mu Bul Dang while he is wandering in war fires. Then he enters the priesthood and trains himself a mountaineering asceticism. When he becomes an eminent young priest, the last trial to receive the mantle of the preceding abbot applies on him. The old monk sends the fairest of the fair, Myo-Hyang of cottage Ni Am to Chim-Ae to form a connection with her. But Chim-Ae quickly removes his earthly desires towards woman and goes through this hardship by fasting meditation. However the old monk recognizes that love sprouted between two youngsters and shows Chim-Ae the face of transgression which he mentally violated without hesitation to make Chim-Ae and Myo-Hyang go back to mundane existence.",0.827,/hg7VYzDYSAMoZZn5WPVanSsZjLv.jpg,,Drama,Dong-a Export,South Korea,Korean,buddhist monk
360995,If War Comes Tomorrow,0.0,0,Released,1938-02-23,0,62,False,,0,,tt0030992,ru,Если завтра война…,"The propaganda documentary about the readiness of the Red Army to repulse any enemy is based on documentary shots taken during the real maneuvers of the Red Army. Armadas of tanks, immense columns of infantry, dozens of fighters and bombers, thousands of cavalry, legendary divisions of the Civil War. The film glorifies Soviet military power and shows the Soviet people what the war will be like when the imperialists attack the USSR — quick, victorious, almost bloodless.",0.6,/oa7MVT1QZ5eWkDgMpnP6bIn9uFU.jpg,,"Drama, Documentary, War",Mosfilm,Soviet Union,Russian,"fascism, world war ii, soviet military, aviation, red army, soviet propaganda"
1345427,[搜狐财经]星力冠电脑,0.0,0,Released,,0,0,False,,0,,,zh,[搜狐财经]星力冠电脑,,0.6,,,,,,,
486257,Los dueños del silencio,0.0,0,Released,1987-04-02,0,98,False,,0,,tt0094085,es,Los dueños del silencio,A Swedish journalist in Buenos Aires is about to reveal the circumstances surrounding the young Swedish-Argentine woman Lena Melin's disappearance. The military junta of Argentina is threatening to deport him.,0.606,/6DuWQ6WGWYkoxgvByoiYB3O3RJG.jpg,,Drama,"Crescendo Films, Svenska Filminstitutet, Guillermo Caligari, Guoran Linstron, GC Productions","Argentina, France, Sweden, Turkey","English, Spanish, Swedish",
1335855,Moth,0.0,0,Released,2004-12-06,0,12,False,,0,http://www.amuletfilms.com/moth/subindexs/subindex_moth.htm,tt0368047,en,Moth,"Tommy is an unhappy seven year old boy who is still grieving for the death of his father, whilst battling with his new stepfather. When a moth dies in the palm of his hand he is fascinated by the residue it leaves behind - ""magic dust, that helps the moths to fly"" his mother tells him. Tommy becomes obsessed with moths, seeing them as the only way to escape from the conflict around and within him.",0.0,/6MD9CeEZE0cEb1nIpInn5bZCod0.jpg,,,,,,
1517919,Boavista - Ein Dorf erwacht,0.0,0,Released,1976-04-28,0,25,False,,0,,,de,Boavista - Ein Dorf erwacht,,0.0286,,,Documentary,Hartmann & Yoash,Germany,German,short film
961665,Road to Dawn,7.75,4,Released,2007-06-28,0,0,False,/ijwJ8YcEePjKvewM3GzA1v6C8H3.jpg,0,,tt1071355,zh,夜·明,Based on the story of Dr Sun Yat Sen’s revolutionary efforts and his love affairs while he was in Penang in 1910.,0.6,/9UipodyhUgEohOpnAswqp9wFDFQ.jpg,,"History, Drama","深圳电影制片厂, 珠江电影制片厂",China,Mandarin,
772157,La Orquídea de Jazmín,5.0,2,Released,2019-01-01,0,0,False,,0,,tt12144000,es,La Orquídea de Jazmín,,0.6,/tEH3gvExAqU0BRQ0wimdwqmY7As.jpg,,,,Mexico,,
303874,Ben L'Oncle Soul - Gurtenfestival 2014,0.0,0,Released,2014-11-17,0,0,False,,0,,,en,Ben L'Oncle Soul - Gurtenfestival 2014,Ben L'Oncle Soul - Gurtenfestival 2014,0.6,,,Music,,,,
845406,"...tur, Latvijā!",0.0,0,Released,2010-01-01,0,37,False,,0,,,lv,"...tur, Latvijā!",,0.6,,,Documentary,,Latvia,,
1337809,バロンの末裔／グランド・ベル・フォリー,0.0,0,Released,,0,0,False,,0,,,ja,バロンの末裔／グランド・ベル・フォリー,,0.0,,,,,,,
1179176,A Co-Ed's Diary,0.0,0,Released,1986-01-01,0,0,False,,0,,,en,一个女大学生的日记,Taiwanese movie,0.6,,,,,,,
652711,Surrender: Burning Man 2017,0.0,0,Released,2018-01-01,0,37,False,,0,,,en,Surrender: Burning Man 2017,A look at ritual at Burning Man.,0.6,,,Documentary,,,,
1536256,Untitled Markus Penner Short Film,0.0,0,In Production,,0,0,False,,0,,,en,Untitled Markus Penner Short Film,"One late Sunday evening, a man taking out the garbage and recycling hears a familiar sound in the distance and tries to find out where it’s coming from.",0.0143,,,"Drama, Thriller",,,,
1447810,The Last Dinosaur,0.0,0,Released,,0,0,False,,0,,tt20252544,en,The Last Dinosaur,"Rex the dinosaur, whose father is the king of dinosaurs is snatched and transported to the 21st century in a time machine, and must team up with a motely crew in an attempt to find his way home, 65 million years back in time.",0.6,,,,"Red Star 3D, Fantabulous, La Fabrique d'Images","France, United Kingdom",,
1324469,Snapshot,0.0,0,Released,,0,0,False,,0,,,fr,Snapshot,,0.6,,,,,,,
499404,14 Apples,5.4,5,Released,2018-05-16,0,84,False,,0,,tt8431692,my,十四顆蘋果,"Wang Shin-hong is suffering from insomnia. A fortune teller advises the Mandalay businessman, whose car and bulging wallet suggest that business is going pretty well, to spend 14 days in a monastery, living life as a monk and eating an apple a day. Such a thing is possible in Burma today. Wang Shin-hong arrives at the rural monastery, has his head shaved and dons a red robe, in which he instantly becomes an authority. During the welcome procession, the village women, their poverty clear from their clothing and the huts in the background, put more than they have in his alms bowl. During his fleeting role as their advisor, Wang Shin-hong soon learns of the villagers’ attempts to survive and make a living as legal or illegal migrants in China, Thailand or Malaysia. He also finds out how the other monks try to generate profit and additional income.",0.613,/3DCU1UD39q7jq5AMg1v5G6RBjWd.jpg,,Documentary,"Taiwan Public Television Service Foundation, Myanmar Montage Films, Seashore Image Production","Myanmar, Taiwan",Burmese,"buddhism, burma"
1368799,The Wedding Present: 146 Degrees,0.0,0,Released,,0,0,False,,0,,,en,The Wedding Present: 146 Degrees,"The Wedding Present performing live for Yorkshire TV, 2004.",0.6,/fYn3tcQF0YjdtoUYvttm0cSrNVF.jpg,,Music,,,,
981340,Xenakis révolution - Le bâtisseur du son,6.0,1,Released,2022-05-16,0,56,False,,0,,tt20439032,fr,Xenakis révolution - Le bâtisseur du son,"A fascinating portrait of the composer, engineer and architect Iannis Xenakis, a leader of the avant-garde and a pioneer of sound and light shows, who turned contemporary music upside down by bringing art and mathematics together.",0.6,/lhtcDnkrSyaN20N7x1YsnuBLd05.jpg,,"Documentary, Music",ARTE,France,French,
1081815,The Escort,0.0,0,Released,,0,0,False,/cWhkhEsue0fYA7l2TPqHWFeqrd.jpg,0,,,fr,The Escort,,0.6,/8b7Q9HljyzlEsOHpn2HAClktQgG.jpg,,,,,,
479588,A Bed Affair,0.0,0,Released,2012-12-17,0,36,False,/65iiqi9Bqp0aZlXDmQbBYQ80obM.jpg,0,,,zh,床上关系 A Bed Affair,,2.036,/pgeOOUzQHpiHExFthHz7c6ocCTR.jpg,,,,China,Mandarin,
1344790,【终于找到】手机版本打鱼游戏,0.0,0,Released,,0,0,False,,0,,,zh,【终于找到】手机版本打鱼游戏,,0.6,,,,,,,
812856,Beginning of an End,0.0,0,Released,,0,120,False,,0,,tt11884428,en,Beginning of an End,"The 400 year old jewish community of Kolkata is slowly fading away as the last 30 residents fight among themselves challenging their own identity that they had honoured and respected for the last 50 years. Caught at a time when India faces a serious political crisis owning to identity issues, the film explores the strange war the last of the Kolkata Jews are Fighting.",0.6,,,Documentary,IlmishkaDuniya Cinemas,India,,
626919,Kabus,0.0,0,Released,2018-03-30,0,0,False,,0,,tt7962934,tr,Kabus,,0.6,/MYwb2EXMV1dkwl905C1DZE6iMI.jpg,,Horror,Gürbüz Prodüksiyon,Turkey,Turkish,kabus
1555219,shed your skin,0.0,0,Released,,0,3,False,,0,https://www.youtube.com/watch?v=NmZ1VBJB5v0,,en,shed your skin,an interpretive dance set to the dreamy tune of Sublime Eternal Love,0.0,,calling out she cried... cried for understanding...,,,,,
663159,Bruges,0.0,0,Released,2006-01-09,0,7,False,,0,,,en,Bruges,"“Bruges” depicts life in a hotel room in a quaint, Belgian tourist town. Residents are also depicted walking and cycling to work on one of the city’s many canal bridges, as wildlife experiences its own reality in the waters below. A fine example of Jennings’ skillful editing.",0.6,/jjpbUJn616Eo7WYUI7w7Xmn36Nk.jpg,,,,,,
1142330,Trip,0.0,0,Released,1969-01-01,0,7,False,,0,,,en,Trip,"Soundtrack: MADE IN AMERICA, by William Russell.",0.6,/2hZnp42mahcJOF2nPABJWuOPFPr.jpg,,,,,,
1490740,Ghost Town,0.0,0,Released,,0,20,False,,0,https://www.reignfreefilms.com/ghost-town,tt27427038,en,Ghost Town,"A blue-collar alcoholic's life takes a turn when his estranged daughter reenters his life, forcing him to choose between continuing down the path of addiction or beginning a new chapter with her support.",0.0571,/ubcJaFC5I0CZflHMBavQIVuSG8h.jpg,,Drama,"Reign Free Films, Jetblack Film Co.",,English,"ghost town, neo-western, rocky ford, colorado"
954841,Don´t look the screen,6.0,1,Released,2022-03-26,0,0,False,/x6ocK020euNElUiwNbO0qfDh4rz.jpg,200,,,de,Don´t look the screen,,0.6,/1KlwZVVKzJlbl9fYxlAzNSwnsZF.jpg,,Horror,,,German,
417497,Cargadores,0.0,0,Released,1971-07-08,0,13,False,,0,,,pt,Cargadores,,0.6,/une4fr2w4LZdJASNlZ97TsRdxZu.jpg,,,,,,
540412,A Message from the East,0.0,0,Released,2009-07-01,0,56,False,/2oQkjGsIVt8LaZVRfiiRJtOUrTl.jpg,0,,tt1486539,en,A Message from the East,"The story of Muhammad Iqbal, a turn of the century poet/philosopher from South Asia. Through Iqbal's work we open a dialog between the East and West, refute the notion of a class of civilizations and discover our shared humanity.",0.805,/6zRMPBOoEwBfcwhNZ88bfX2a0Nq.jpg,,"Documentary, Family, History",Endless Eye Productions,,,"poetry, third world, islam, pakistan, religion, spiritual, educational, human rights, islamic"
499057,The Adventurer,7.0,2,Released,1917-02-15,0,50,False,,0,,tt0007614,en,The Adventurer,"A young girl is trying to live an honest life in a crooked city. Caught up with a crook that might be the son of a millionaire and other crooked people, she must attempt to reform things, or at least one person.",0.6,/sga06H65AAvPMIZJmV5Uby9XDgW.jpg,,Drama,U.S. Amusement Corporation,United States of America,,
235551,Git Along Lil' Duckie,0.0,0,Released,1955-03-24,0,6,False,,0,,tt0146798,en,Git Along Lil' Duckie,"The over-sized Baby Huey wants to join the little ducks in their cowboy game but they don't want him. A fox comes along and the ducklings flee and leave Huey to fight the enemy. The fox uses an exploding-cigar, a shotgun and dynamite against him but Huey is too tough and the fox winds up being the pursued.",0.607,/qqm6UL3QSYBuI1yF6D6F2LCoCTf.jpg,,Animation,Famous Studios,United States of America,English,
1068487,"Goose: 2020.10.19 - Frederick Fairgrounds - Frederick, MD",0.0,0,Released,2020-10-19,0,0,False,/m5SMBC57z0U5jk1lAM7dJXjjtLf.jpg,0,,,en,"Goose: 2020.10.19 - Frederick Fairgrounds - Frederick, MD","Set 1: Drive > Doc Brown, So Ready, AUATC, Jive I > Jive Lee, Indian River > Time to Flee Reprise  Set 2: Fish In The Sea > Drive > Rosewood Heart > Travelers, Turned Clouds > Hot Tea",0.6,/2MFi1jsWR450hNGdRcrgteHnExd.jpg,,,,,,
1470235,The Last of Buns,0.0,0,Released,2024-06-28,0,6,False,,0,,,en,The Last of Buns,Two sisters meet in a Chinese restaurant to reconnect after one went to college and left the other with their abusive parents.,0.0286,,,Drama,,United States of America,,"fight, restaurant, sisters"
1548962,Jadwiga,0.0,0,Released,2016-09-18,0,0,False,/mx9uPb0lMDOJiww1d6fcPDV7S1a.jpg,0,,tt6072978,en,Jadwiga,,0.0071,,,"Fantasy, Thriller","Des Gens Bien Prod, Les Films sur Mesure",France,English,"short film, court métrage, london, short movie, xviith century"
425229,The Front Path,5.0,4,Released,1963-01-01,0,17,False,,0,,tt0364101,es,La Vereda de Enfrente,"A boy accompanies another to the Maciel Island to sexually initiated with a prostitute. The crossing of the Riachuelo and precarious place show a world outside appearance of the great capital. This first short Cedron anticipates characters in a world that reappear in his later works.  Movie considered part of the so-called ""Generation 60"", the new Argentine cinema.",0.6,,,,,,Spanish,short film
519873,Tout (ou presque) sur Maigret,0.0,0,Released,2009-09-13,0,0,False,,0,,tt1498880,fr,Tout (ou presque) sur Maigret,,0.6,/SvC7Auu5mzNaS8PaoV6YteKKMj.jpg,,Documentary,ARTE,France,French,
442410,Nous Autres à Champignol,0.0,0,Released,1957-08-01,0,0,False,,0,,,fr,Nous Autres à Champignol,,1.341,/4bMAKNQt5STf5CtRqOr7K0yVMOC.jpg,,Comedy,Chronos Media,France,French,
625016,A Farmers Desire,0.0,0,Released,2010-08-30,0,14,False,,0,,,sv,En bondes längtan,,0.6,/zgAUMt0MzWzhIbF6jD5M1AnGes5.jpg,,Documentary,Misfits film,Sweden,Swedish,
406702,Smokey Joe's Revenge,0.0,0,Released,1974-01-01,0,60,False,,0,,tt0218610,en,Smokey Joe's Revenge,Three children rejuvenate an old traction engine and enter it for the County Championship.,0.6,,,Family,Children's Film Foundation (CFF),United Kingdom,English,
499965,Risto Vanarin piilokamera,3.0,1,Released,1979-01-19,0,101,False,,0,,tt0141785,fi,Risto Vanarin piilokamera,,0.62,/kBwsxTEb25P9yWLjlaI1tgAxUKs.jpg,,Comedy,"Filmi-Jatta, Adams Filmi, Spede-Yhtiöt",Finland,Finnish,
667857,Spying,0.0,0,Released,1978-08-08,0,35,False,,0,,tt0481908,en,Spying,"Spying is equal parts diary film, structural film and conceptual film. The filmmaker “spies” on neighbors, passersby and day workers—whomever is visible from the vantage point of his camera as he gazes across the San Francisco cityscape. The film is a subjective portrait of the neighborhood: the routines of the inhabitants, their unconscious gestures of domesticity, an intimate look into the private moments of strangers as they are caught unawares by the voyeurism of Joe’s camera.",0.6,/6YUcTA96SsGnmXOPlFUFVk4AawW.jpg,,,,,,
160593,Maiden Tower Legend,5.0,2,Released,1924-05-27,0,55,False,/iNcSUeXKGUuWBdpOL3rDUAVBysE.jpg,0,,tt1407280,ru,Легенда о Девичьей башне,The plot of the film is taken from the legend of the Azerbaijan Maiden Tower. According to legend shirvanshah fell in love with his daughter and wanted to marry her. Learning of this daughter Shirvanshah jumped from the top of the tower in the Caspian Sea.,1.214,/pleIrBYOa7S7VnxAtBtrVCaTqLC.jpg,,"Drama, Fantasy","Azerbaijanfilm, Ministry of Culture and Tourism of the Republic of Azerbaijan, The Russian State Documentary Film & Photo Archive, Film Directors Guild of Azerbaijan",Soviet Union,No Language,"tower, based on myths, legends or folklore, maiden"
1560418,Mon ami escargot,0.0,0,In Production,2025-11-06,0,7,False,,0,,,fr,Mon ami escargot,"Hélène loves nature, a snail named Paul and a rose. Spurred on by the synthetic world, she gradually transforms into a snail herself.",0.0286,,,Animation,Atelier de production de La Cambre Vincent Gilot,Belgium,,
534664,The new adventures of Capelito,0.0,0,Released,2012-04-11,0,0,False,,0,,,en,The new adventures of Capelito,Capelito is a young mushroom with special powers. While pressing his nose he can change caps.,0.6,/7hqg5smpyDuAXEW0U1BrwO9eAJ8.jpg,,,,,,
1233809,The Only Way: 1995-1999,0.0,0,Released,,0,60,False,,0,,,en,The Only Way: 1995-1999,Documentary about Ten Yard Fight,0.0,,,,,,,"concert, music"
673325,Hisashi Eguchi's It Will All Work Out!,8.0,1,Released,1990-01-25,0,43,False,,0,,,ja,江口寿史のなんとかなるでショ!,"Adapted from the manga of the same name by Hisashi Eguchi, and directed by Minoru Kawasaki and Rintaro, this is a series of random skits featuring anime, live action, and puppet show segments, exploring love, sex, death and many other sometimes controversial subjects.",0.954,/9CTHrHfMyAIqXXDmv2wJdsIwIGF.jpg,,"Animation, Comedy","Madhouse, Kadokawa Shoten, Bandai Visual",Japan,Japanese,"homophobia, eroticism, dark comedy, black humor, racism, sketch comedy, anime"
1032276,Fallo da Rigore,0.0,0,Released,2002-01-01,0,0,True,,0,,,it,Fallo da Rigore,,0.6,/gdN5K2JUCzMYWQqPux2JljwpnFQ.jpg,,,ShowTime Film (Italia),Italy,Italian,
169573,Tokiori: Creases of Time,0.0,0,Released,,0,110,False,,0,,tt2473214,en,Tokiori: Creases of Time,"Documentary about the inmigration of Japanese to Brazil happened from 1928 to 1934. Set in a small rural settlement, this emotional documentary follows the paths of families who forged a mixed identity between memories of Japan and a new life in Brazil.",0.6,,,,,,,
741651,Zombies from Sector 9,4.0,2,Released,2020-12-31,0,90,False,/dIKM5MZ6ZfYS0pZPyYrCkdXKcQn.jpg,0,,tt5948114,en,Zombies from Sector 9,"The story is about Bookwalker, once a useless bum, now turned zombie killer and raider hunter. The story is set in CrittersVille where there is a nuclear meltdown and the dead are coming back to life and you have raiders. roaming the lands.",1.519,/1BN8XnL0CfaHIg2VDAArVBMvS1P.jpg,The Only Good Zombie is a Dead Zombie!,"Horror, Science Fiction, Comedy",Terrorvisions Productions,Belgium,English,"underground, zombie"
1521286,Official*! Guide to How to Contact Kraken Support Number,0.0,0,Released,,0,0,False,,0,,,en,Official*! Guide to How to Contact Kraken Support Number,,0.0,,,,,,,
435206,Cityscapes,0.0,0,Released,2007-01-01,0,16,False,,0,,tt6709590,en,Cityscapes,"The perception of the city in the modern era is characterized by its fleeting and momentary nature. Social and architectural constructions are fragmented and dashing past. Cityscapes attempts to make archived recordings from the Austrian Film Museum legible along these lines. Single images are isolated from the cinematographic flow in order to scrutinize their inscribed cognitive potential. For Walter Benjamin, history disintegrates into images and not stories. Cityscapes is a search along the tracks of these images.",0.6,,,,,,,
774500,Corn for the Dough,0.0,0,Released,1956-01-01,0,7,False,,0,,,es,Maíz para las masas,,0.6,,,Animation,"United States Information Agency (USIA), Dibujos Animados, S.A.",Mexico,Spanish,
866084,Azz Izz Jazz,0.0,0,Released,1978-01-01,0,18,False,,0,,,en,Azz Izz Jazz,"Jacqueline Frazier’s Azz Izz Jazz showcases jazz legend Billie Harris who performs in studio with a quartet featuring Harris on soprano sax.  Among the songs performed is “I Want Some Water,” a composition that Harris, in voice-over, credits, as with all his songs, to his young children who were his inspiration.  In 1970, Harris, who died last year, founded the Venice, CA jazz club the Azz Izz which hosted such luminaries as Art Blakey, Horace Tapscott, Bobby Hutcherson and Billy Higgins.",0.6,,,,,,,
1017013,TESTAMENT,0.0,0,Released,2019-05-19,0,20,False,,0,https://www.cathayplay.com/testament,,zh,遗书,"Liu Ziying was imprisoned three years ago for drug trafficking. He performed well in prison and had a high cultural quality. He was arranged to write a suicide note to the death penalty inmates. Before he was released from prison, Xu Xiaolong, the death penalty prisoner, wanted Liu Ziying to write a suicide note to him and told him that if he helped him fulfil his will, he would give Liu Ziying a sum of money. After Liu Ziying was released from prison, he acquired money by helping the death penalty prisoners fulfil their will. After tasting the sweetness, he embarked on a road of self-redemption.",0.6,/6jwfyI8FOloFr1pzKKl5cubLZV5.jpg,,Drama,,,,
1215413,Satans Peitsche,0.0,0,Released,1920-01-01,0,0,False,,0,,tt4907824,de,Satans Peitsche,German silent film,0.6,,,Horror,Esha-Film,Germany,No Language,
1221099,Road Kill,0.0,0,In Production,2024-01-14,0,80,False,,0,,,en,Road Kill,"Two strangers find themselves trapped in a car on a fateful night. As secrets unravel and tension builds, the story leads to a chilling climax, leaving viewers on edge, questioning the fate of these individuals in a battle for survival.",1.555,/t49twtQDnGFtpiXDG2oyn628D8G.jpg,,"Horror, Thriller",,United Kingdom,English,"road trip, trapped in car, indie horror, car"
1414619,Teens Love Huge Cocks Vol. 72,0.0,0,Released,2024-12-31,0,194,True,,0,,,en,Teens Love Huge Cocks Vol. 72,Teens Love Huge Cocks Vol. 72,0.0,,,,Reality Kings,United States of America,,
721046,Cut Fodder,7.0,1,Released,2019-10-12,0,35,False,/1wfAftPoX6219fcM94CkYizvKJD.jpg,22440,https://veevoer.wixsite.com/home,tt10784332,nl,Veevoer,"Tells the story of Kim, Bas and Michael. Four underprivileged teens living in a disadvantaged neighborhood. They have to deal with aggression, emotional abuse or neglect by their parents on a daily basis. When they meet a new classmate: Daniël, from what seems to be a prosperous family, they take their chance to escape their downtrodden lives. Together with Daniël they decide to conduct his own kidnapping in order to get ransom money from his own father.",0.6,/2t6V37ZYT8RjgzfYjyGnGn57dyM.jpg,,Drama,Stray Baboon,Netherlands,Dutch,"kidnapping, neglect, poverty"
136421,Mods and Rockers,4.0,1,Released,1964-01-01,0,24,False,,0,,tt0319875,en,Mods and Rockers,"A short modern dance film which utilized the songs of John Lennon, Paul McCartney and George Harrison as performed by a band called the Cheynes (featuring Mick Fleetwood on drums). The short film was later folded into a full-length program alongside a pair of jukebox shorts, Swinging UK and UK Swings Again, retitled Go Go Big Beat for U.S. release.  The original promotional synopsis for the film describes it as follows: ""A symbolic ultra modern coffee bar sets the scene for a girl in gold lame jeans, bolero and bootees, to start moving to the pulsating rhythms beating out from a glittering juke box. As the music becomes progressively louder and more frantic, so the dancer increases the speed of her lithe movements to keep pace with the tempo. A boy starts to dance with this red-headed dynamo of a girl, but is repelled when she accepts the advances of a second boy. The two men vie for her attentions.""",0.984,,,Music,Kenneth Hume (International) Productions,United Kingdom,English,"dance, mods"
